sku,collection,series,color,size,sub_variant,height_in,width_in,depth_in,top_type,base_only_price_usd,with_top_and_sink_price_usd,single_price_usd,product_overview,hardware_options,available_top_colors,optional_features,series_available_sizes,series_depth_in,dimensions_note,catalog_page,image_url,image_filename
SORRENTO_WHITE_36,Floating,Sorrento,White,"36""",,20,36,20,Porcelain,,1400,,HDF Doors and Frame to Minimize Paint Cracks (Painted Models) | Real Wood Reeded White Oak Doors with an HDF Frame (Natural Oak) | Soft Close Dovetail Wood Drawers with German-Made Hettich Hardware,Black; Brass,,,"24”, 30”, 36” and 48”",,,73,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Sorrento_White_36_x_p73_x674.jpg,Sorrento_White_36_x_p73_x674.jpg
SORRENTO_WHITE_48_DOUBLE-BOWL,Floating,Sorrento,White,"48""",Double Bowl,20,48,20,Porcelain,,2250,,HDF Doors and Frame to Minimize Paint Cracks (Painted Models) | Real Wood Reeded White Oak Doors with an HDF Frame (Natural Oak) | Soft Close Dovetail Wood Drawers with German-Made Hettich Hardware,Black; Brass,,,"24”, 30”, 36” and 48”",,,73,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Sorrento_White_48_Double_Bowl_p73_x672.jpg,Sorrento_White_48_Double_Bowl_p73_x672.jpg
RAVELLO_NATURAL-OAK-BLACK_24,Floating,Ravello,Natural Oak  - Black,"24""",,24,24,18,Porcelain,,1200,,Real Wood Reeded White Oak Doors with an HDF Frame (Natural Oak) | Soft Close Dovetail Wood Drawers with German-Made Hettich Hardware,Black,,,,,,75,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Ravello_Natural_Oak_Black_24_x_p75_x691.jpg,Ravello_Natural_Oak_Black_24_x_p75_x691.jpg
RAVELLO_NATURAL-OAK-BLACK_30,Floating,Ravello,Natural Oak  - Black,"30""",,24,30,18,Porcelain,,1300,,Real Wood Reeded White Oak Doors with an HDF Frame (Natural Oak) | Soft Close Dovetail Wood Drawers with German-Made Hettich Hardware,Black,,,,,,75,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Ravello_Natural_Oak_Black_30_x_p75_x693.jpg,Ravello_Natural_Oak_Black_30_x_p75_x693.jpg
SIMENA_WHITE_30,Floating,Simena,White,"30""",,21,30,18,Porcelain,,900,,Integrated Porcelain Top and Sink | Engineered Wood Doors and Frame | Soft Close Dovetail Wood Drawers with German-Made Hettich Hardware,,Porcelain Top,,,,,77,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Simena_White_30_x_p77_x705.jpg,Simena_White_30_x_p77_x705.jpg
SIMENA_NATURAL-OAK_30,Floating,Simena,Natural Oak,"30""",,21,30,18,Porcelain,,900,,Integrated Porcelain Top and Sink | Engineered Wood Doors and Frame | Soft Close Dovetail Wood Drawers with German-Made Hettich Hardware,,Porcelain Top,,,,,77,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Simena_Natural_Oak_30_x_p77_x707.jpg,Simena_Natural_Oak_30_x_p77_x707.jpg
GALA_DARK-GRAY_30,Floating,Gala,Dark Gray,"30""",,24,30,19,Porcelain,,1400,,Integrated Porcelain Top and Sink | Engineered Wood Doors and Frame | Hidden Second Drawer | Soft Close Metal Drawers with German-Made Hettich Hardware,,Porcelain Top,,"30”, 39”, and 60”",19,,80,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Gala_Dark_Gray_30_x_p80_x735.jpg,Gala_Dark_Gray_30_x_p80_x735.jpg
GALA_DARK-GRAY_39,Floating,Gala,Dark Gray,"39""",,24,39,19,Porcelain,,1700,,Integrated Porcelain Top and Sink | Engineered Wood Doors and Frame | Hidden Second Drawer | Soft Close Metal Drawers with German-Made Hettich Hardware,,Porcelain Top,,"30”, 39”, and 60”",19,,80,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Gala_Dark_Gray_39_x_p80_x737.jpg,Gala_Dark_Gray_39_x_p80_x737.jpg
GALA_DARK-GRAY_60_DOUBLE-BOWLS,Floating,Gala,Dark Gray,"60""",Double Bowls,24,60,19,Porcelain,,2550,,Integrated Porcelain Top and Sink | Engineered Wood Doors and Frame | Hidden Second Drawer | Soft Close Metal Drawers with German-Made Hettich Hardware,,Porcelain Top,,"30”, 39”, and 60”",19,,80,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Gala_Dark_Gray_60_Double_Bowls_p80_x739.jpg,Gala_Dark_Gray_60_Double_Bowls_p80_x739.jpg
GALA_WHITE_30,Floating,Gala,White,"30""",,24,30,19,Porcelain,,1400,,Integrated Porcelain Top and Sink | Engineered Wood Doors and Frame | Hidden Second Drawer | Soft Close Metal Drawers with German-Made Hettich Hardware,,Porcelain Top,,"30”, 39”, and 60”",19,,81,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Gala_White_30_x_p81_x744.jpg,Gala_White_30_x_p81_x744.jpg
GALA_WHITE_39,Floating,Gala,White,"39""",,24,39,19,Porcelain,,1700,,Integrated Porcelain Top and Sink | Engineered Wood Doors and Frame | Hidden Second Drawer | Soft Close Metal Drawers with German-Made Hettich Hardware,,Porcelain Top,,"30”, 39”, and 60”",19,,81,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Gala_White_39_x_p81_x746.jpg,Gala_White_39_x_p81_x746.jpg
GALA_WHITE_60_DOUBLE-BOWLS,Floating,Gala,White,"60""",Double Bowls,24,60,19,Porcelain,,2550,,Integrated Porcelain Top and Sink | Engineered Wood Doors and Frame | Hidden Second Drawer | Soft Close Metal Drawers with German-Made Hettich Hardware,,Porcelain Top,,"30”, 39”, and 60”",19,,81,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Gala_White_60_Double_Bowls_p81_x748.jpg,Gala_White_60_Double_Bowls_p81_x748.jpg
LUCA_WHITE_20,Floating,Luca,White,"20""",,24,20,10-1/2,Porcelain,,350,,Integrated Porcelain Top and Sink | Engineered Wood Door and Frame | Soft Close Door with German-Made Hettich Hardware,,Porcelain Top,,,,,83,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Luca_White_20_x_p83_x757.jpg,Luca_White_20_x_p83_x757.jpg
LUCA_DARK-GRAY_20,Floating,Luca,Dark Gray,"20""",,24,20,10-1/2,Porcelain,,350,,Integrated Porcelain Top and Sink | Engineered Wood Door and Frame | Soft Close Door with German-Made Hettich Hardware,,Porcelain Top,,,,,83,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Luca_Dark_Gray_20_x_p83_x759.jpg,Luca_Dark_Gray_20_x_p83_x759.jpg
LUCA_SAND_20,Floating,Luca,Sand,"20""",,24,20,10-1/2,Porcelain,,350,,Integrated Porcelain Top and Sink | Engineered Wood Door and Frame | Soft Close Door with German-Made Hettich Hardware,,Porcelain Top,,,,,83,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Luca_Sand_20_x_p83_x761.jpg,Luca_Sand_20_x_p83_x761.jpg
RECTANGULAR-ARCHED-MIRROR_BLACK_32,Mirror,Rectangular Arched Mirror,Black,"32""",,32,20,1-1/2,,,,240,,,,,,,,85,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Rectangular_Arched_Mirror_Black_32_x_p85_x775.jpg,Rectangular_Arched_Mirror_Black_32_x_p85_x775.jpg
RECTANGULAR-ARCHED-MIRROR_BLACK_32,Mirror,Rectangular Arched Mirror,Black,"32""",,32,24,1-1/2,,,,260,,,,,,,,85,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Rectangular_Arched_Mirror_Black_32_x_p85_x777.jpg,Rectangular_Arched_Mirror_Black_32_x_p85_x777.jpg
RECTANGULAR-MIRROR_BLACK_20,Mirror,Rectangular Mirror,Black,"20""",,32,20,1-1/2,,,,220,,,,,,,,86,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Rectangular_Mirror_Black_20_x_p86_x781.jpg,Rectangular_Mirror_Black_20_x_p86_x781.jpg
RECTANGULAR-MIRROR_WHITE_32,Mirror,Rectangular Mirror,White,"32""",,32,20,1-1/2,,,,220,,,,,,,,86,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Rectangular_Mirror_White_32_x_p86_x783.jpg,Rectangular_Mirror_White_32_x_p86_x783.jpg
RECTANGULAR-MIRROR_GOLD_32,Mirror,Rectangular Mirror,Gold,"32""",,32,20,1-1/2,,,,220,,,,,,,,86,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Rectangular_Mirror_Gold_32_x_p86_x785.jpg,Rectangular_Mirror_Gold_32_x_p86_x785.jpg
RECTANGULAR-MIRROR_BLACK_36,Mirror,Rectangular Mirror,Black,"36""",,30,36,1-1/2,,,,250,,,,,,,,87,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Rectangular_Mirror_Black_36_x_p87_x789.jpg,Rectangular_Mirror_Black_36_x_p87_x789.jpg
RECTANGULAR-MIRROR_WHITE_30,Mirror,Rectangular Mirror,White,"30""",,30,36,1-1/2,,,,250,,,,,,,,87,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Rectangular_Mirror_White_30_x_p87_x791.jpg,Rectangular_Mirror_White_30_x_p87_x791.jpg
RECTANGULAR-MIRROR_GOLD_30,Mirror,Rectangular Mirror,Gold,"30""",,30,36,1-1/2,,,,250,,,,,,,,87,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Rectangular_Mirror_Gold_30_x_p87_x793.jpg,Rectangular_Mirror_Gold_30_x_p87_x793.jpg
ROUND-MIRROR_BLACK_24,Mirror,Round Mirror,Black,"24""",,24,24,1-1/2,,,,220,,,,,,,,90,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Round_Mirror_Black_24_x_p90_x815.jpg,Round_Mirror_Black_24_x_p90_x815.jpg
ROUND-MIRROR_WHITE_24,Mirror,Round Mirror,White,"24""",,24,24,1-1/2,,,,220,,,,,,,,90,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Round_Mirror_White_24_x_p90_x817.jpg,Round_Mirror_White_24_x_p90_x817.jpg
ROUND-MIRROR_GOLD_24,Mirror,Round Mirror,Gold,"24""",,24,24,1-1/2,,,,220,,,,,,,,90,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Round_Mirror_Gold_24_x_p90_x819.jpg,Round_Mirror_Gold_24_x_p90_x819.jpg
ROUND-MIRROR_BLACK_30,Mirror,Round Mirror,Black,"30""",,30,30,1-1/2,,,,250,,,,,,,,91,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Round_Mirror_Black_30_x_p91_x823.jpg,Round_Mirror_Black_30_x_p91_x823.jpg
ROUND-MIRROR_WHITE_30,Mirror,Round Mirror,White,"30""",,30,30,1-1/2,,,,250,,,,,,,,91,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Round_Mirror_White_30_x_p91_x825.jpg,Round_Mirror_White_30_x_p91_x825.jpg
ROUND-MIRROR_GOLD_30,Mirror,Round Mirror,Gold,"30""",,30,30,1-1/2,,,,250,,,,,,,,91,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Round_Mirror_Gold_30_x_p91_x827.jpg,Round_Mirror_Gold_30_x_p91_x827.jpg
QUARTZ-TOP_PURE-WHITE_24,Tops,Quartz Top,Pure White,"24""",,,,,,,,330,,,,,,,,92,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Quartz_Top_Pure_White_24_x_p92_x833.jpg,Quartz_Top_Pure_White_24_x_p92_x833.jpg
QUARTZ-TOP_PURE-WHITE_30,Tops,Quartz Top,Pure White,"30""",,,,,,,,480,,,,,,,,92,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Quartz_Top_Pure_White_24_x_p92_x833.jpg,Quartz_Top_Pure_White_24_x_p92_x833.jpg
QUARTZ-TOP_PURE-WHITE_36,Tops,Quartz Top,Pure White,"36""",,,,,,,,530,,,,,,,,92,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Quartz_Top_Pure_White_24_x_p92_x833.jpg,Quartz_Top_Pure_White_24_x_p92_x833.jpg
QUARTZ-TOP_PURE-WHITE_42,Tops,Quartz Top,Pure White,"42""",,,,,,,,630,,,,,,,,92,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Quartz_Top_Pure_White_24_x_p92_x833.jpg,Quartz_Top_Pure_White_24_x_p92_x833.jpg
QUARTZ-TOP_PURE-WHITE_48,Tops,Quartz Top,Pure White,"48""",,,,,,,,730,,,,,,,,92,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Quartz_Top_Pure_White_24_x_p92_x833.jpg,Quartz_Top_Pure_White_24_x_p92_x833.jpg
QUARTZ-TOP_PURE-WHITE_60,Tops,Quartz Top,Pure White,"60""",,,,,,,,1010,,,,,,,,92,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Quartz_Top_Pure_White_24_x_p92_x833.jpg,Quartz_Top_Pure_White_24_x_p92_x833.jpg
QUARTZ-TOP_PURE-WHITE_72,Tops,Quartz Top,Pure White,"72""",,,,,,,,1100,,,,,,,,92,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Quartz_Top_Pure_White_24_x_p92_x833.jpg,Quartz_Top_Pure_White_24_x_p92_x833.jpg
QUARTZ-TOP_CASHMERE_24,Tops,Quartz Top,Cashmere,"24""",,,,,,,,330,,,,,,,,92,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Quartz_Top_Pure_White_24_x_p92_x833.jpg,Quartz_Top_Pure_White_24_x_p92_x833.jpg
QUARTZ-TOP_CASHMERE_30,Tops,Quartz Top,Cashmere,"30""",,,,,,,,480,,,,,,,,92,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Quartz_Top_Pure_White_24_x_p92_x833.jpg,Quartz_Top_Pure_White_24_x_p92_x833.jpg
QUARTZ-TOP_CASHMERE_36,Tops,Quartz Top,Cashmere,"36""",,,,,,,,530,,,,,,,,92,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Quartz_Top_Pure_White_24_x_p92_x833.jpg,Quartz_Top_Pure_White_24_x_p92_x833.jpg
QUARTZ-TOP_CASHMERE_42,Tops,Quartz Top,Cashmere,"42""",,,,,,,,630,,,,,,,,92,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Quartz_Top_Pure_White_24_x_p92_x833.jpg,Quartz_Top_Pure_White_24_x_p92_x833.jpg
QUARTZ-TOP_CASHMERE_48,Tops,Quartz Top,Cashmere,"48""",,,,,,,,730,,,,,,,,92,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Quartz_Top_Pure_White_24_x_p92_x833.jpg,Quartz_Top_Pure_White_24_x_p92_x833.jpg
QUARTZ-TOP_CASHMERE_60,Tops,Quartz Top,Cashmere,"60""",,,,,,,,1010,,,,,,,,92,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Quartz_Top_Pure_White_24_x_p92_x833.jpg,Quartz_Top_Pure_White_24_x_p92_x833.jpg
QUARTZ-TOP_CASHMERE_72,Tops,Quartz Top,Cashmere,"72""",,,,,,,,1100,,,,,,,,92,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Quartz_Top_Pure_White_24_x_p92_x833.jpg,Quartz_Top_Pure_White_24_x_p92_x833.jpg
UNDERMOUNT-PORCELAIN-SINK_WHITE_18-1-2-X-14,Sink,Undermount Porcelain Sink,White,"18-1/2"" x 14""",,,18.5,14,,,,120,,,,,,,"18-1/2"" x 14"" outside; 16-1/4"" x 12-1/4"" inside",93,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Undermount_Porcelain_Sink_White_18_1_2_x_14_x_p93_x841.jpg,Undermount_Porcelain_Sink_White_18_1_2_x_14_x_p93_x841.jpg
